kuji_id,kuji_name,grade,grade_name,name,image,thumbnail,url,rate,price,status
nagano-acryliccharm-ochibinatabemono,나가노캐릭터즈 얼굴이 그려진 작은 음식 아크릴 챰 (12종),챰상,나가노캐릭터즈 얼굴이 그려진 작은 음식 아크릴 챰 (12종),동결건조식품,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/nagano/nagano-acryliccharm-ochibinatabemono/7.webp,,,8.333,300,end
nagano-acryliccharm-ochibinatabemono,나가노캐릭터즈 얼굴이 그려진 작은 음식 아크릴 챰 (12종),챰상,나가노캐릭터즈 얼굴이 그려진 작은 음식 아크릴 챰 (12종),빵,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/nagano/nagano-acryliccharm-ochibinatabemono/8.webp,,,8.333,300,end
nagano-acryliccharm-ochibinatabemono,나가노캐릭터즈 얼굴이 그려진 작은 음식 아크릴 챰 (12종),챰상,나가노캐릭터즈 얼굴이 그려진 작은 음식 아크릴 챰 (12종),따뜻한 물,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/nagano/nagano-acryliccharm-ochibinatabemono/9.webp,,,8.333,300,end
nagano-acryliccharm-ochibinatabemono,나가노캐릭터즈 얼굴이 그려진 작은 음식 아크릴 챰 (12종),챰상,나가노캐릭터즈 얼굴이 그려진 작은 음식 아크릴 챰 (12종),단무지,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/nagano/nagano-acryliccharm-ochibinatabemono/10.webp,,,8.333,300,end
nagano-acryliccharm-ochibinatabemono,나가노캐릭터즈 얼굴이 그려진 작은 음식 아크릴 챰 (12종),챰상,나가노캐릭터즈 얼굴이 그려진 작은 음식 아크릴 챰 (12종),와라비모찌,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/nagano/nagano-acryliccharm-ochibinatabemono/11.webp,,,8.333,300,end
nagano-acryliccharm-ochibinatabemono,나가노캐릭터즈 얼굴이 그려진 작은 음식 아크릴 챰 (12종),챰상,나가노캐릭터즈 얼굴이 그려진 작은 음식 아크릴 챰 (12종),카레,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/nagano/nagano-acryliccharm-ochibinatabemono/12.webp,,,8.333,300,end
nagano-kawauso,나가노의 수달 인형 쿠지,A상,특대 인형,특대 인형,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/nagano/nagano-kawauso/A.webp,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/nagano/nagano-kawauso/thumbnail.webp,https://online-kuji.nagano-market.jp/store/lottery/nagano-kawauso5,2,1100,end
nagano-kawauso,나가노의 수달 인형 쿠지,B상,인형L,인형L,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/nagano/nagano-kawauso/B.webp,,,10,1100,end
nagano-kawauso,나가노의 수달 인형 쿠지,C상,인형S,인형S,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/nagano/nagano-kawauso/C.webp,,,20,1100,end
nagano-kawauso,나가노의 수달 인형 쿠지,D상,마스코트,마스코트,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/nagano/nagano-kawauso/D.webp,,,68,1100,end
kuma-darake,곰투성이 쿠지,A상,모찌 특대 인형,모찌 특대 인형,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/nagano/kuma-darake/A.webp,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/nagano/kuma-darake/thumbnail.webp,https://online-kuji.nagano-market.jp/store/lottery/kumadarake,1,1100,end
kuma-darake,곰투성이 쿠지,B상,모찌 인형 M,모찌 인형 M,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/nagano/kuma-darake/B.webp,,,2,1100,end
kuma-darake,곰투성이 쿠지,C상,얼굴 쿠션,졸려,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/nagano/kuma-darake/C1.webp,,,3,1100,end
kuma-darake,곰투성이 쿠지,C상,얼굴 쿠션,할까,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/nagano/kuma-darake/C2.webp,,,3,1100,end
kuma-darake,곰투성이 쿠지,D상,녹을 수밖에 없었다 인형S,녹을 수밖에 없었다 인형S,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/nagano/kuma-darake/D.webp,,,7,1100,end
kuma-darake,곰투성이 쿠지,E상,얼굴 마스코트 배지,얼굴 마스코트 배지 (평소 얼굴),https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/nagano/kuma-darake/E1.webp,,,14,1100,end
kuma-darake,곰투성이 쿠지,E상,얼굴 마스코트 배지,얼굴 마스코트 배지 (눈물),https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/nagano/kuma-darake/E2.webp,,,14,1100,end
kuma-darake,곰투성이 쿠지,E상,얼굴 마스코트 배지,얼굴 마스코트 배지 (아하하),https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/nagano/kuma-darake/E3.webp,,,14,1100,end
kuma-darake,곰투성이 쿠지,E상,얼굴 마스코트 배지,얼굴 마스코트 배지 (기쁘다),https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/nagano/kuma-darake/E4.webp,,,14,1100,end
kuma-darake,곰투성이 쿠지,E상,얼굴 마스코트 배지,얼굴 마스코트 배지 (하-앗…),https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/nagano/kuma-darake/E5.webp,,,14,1100,end
kuma-darake,곰투성이 쿠지,E상,얼굴 마스코트 배지,얼굴 마스코트 배지 (퍼그),https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/nagano/kuma-darake/E6.webp,,,14,1100,end
