kuji_id,kuji_name,grade,grade_jp,grade_name,name,image,thumbnail,url,rate,price,status
oishii-key,왠지 맛있네!! 아크릴 스탠드도 되는 아크릴 키링 (14종),아크릴상,アクリル賞,왠지 맛있네!! 아크릴 스탠드도 되는 아크릴 키링 (14종),치이카와,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/chiikawa/oishii-key/1.webp,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/chiikawa/oishii-key/thumbnail.webp,https://online-kuji.chiikawamarket.jp/store/lottery/oishii-key3,7.142,400,end
oishii-key,왠지 맛있네!! 아크릴 스탠드도 되는 아크릴 키링 (14종),아크릴상,アクリル賞,왠지 맛있네!! 아크릴 스탠드도 되는 아크릴 키링 (14종),하치와레,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/chiikawa/oishii-key/2.webp,,,7.142,400,end
oishii-key,왠지 맛있네!! 아크릴 스탠드도 되는 아크릴 키링 (14종),아크릴상,アクリル賞,왠지 맛있네!! 아크릴 스탠드도 되는 아크릴 키링 (14종),우사기,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/chiikawa/oishii-key/3.webp,,,7.142,400,end
oishii-key,왠지 맛있네!! 아크릴 스탠드도 되는 아크릴 키링 (14종),아크릴상,アクリル賞,왠지 맛있네!! 아크릴 스탠드도 되는 아크릴 키링 (14종),모몽가,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/chiikawa/oishii-key/4.webp,,,7.142,400,end
oishii-key,왠지 맛있네!! 아크릴 스탠드도 되는 아크릴 키링 (14종),아크릴상,アクリル賞,왠지 맛있네!! 아크릴 스탠드도 되는 아크릴 키링 (14종),식판 밥,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/chiikawa/oishii-key/5.webp,,,7.142,400,end
oishii-key,왠지 맛있네!! 아크릴 스탠드도 되는 아크릴 키링 (14종),아크릴상,アクリル賞,왠지 맛있네!! 아크릴 스탠드도 되는 아크릴 키링 (14종),하치와레와 빙수,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/chiikawa/oishii-key/6.webp,,,7.142,400,end
oishii-key,왠지 맛있네!! 아크릴 스탠드도 되는 아크릴 키링 (14종),아크릴상,アクリル賞,왠지 맛있네!! 아크릴 스탠드도 되는 아크릴 키링 (14종),시사,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/chiikawa/oishii-key/7.webp,,,7.142,400,end
oishii-key,왠지 맛있네!! 아크릴 스탠드도 되는 아크릴 키링 (14종),아크릴상,アクリル賞,왠지 맛있네!! 아크릴 스탠드도 되는 아크릴 키링 (14종),쿠리만쥬,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/chiikawa/oishii-key/8.webp,,,7.142,400,end
oishii-key,왠지 맛있네!! 아크릴 스탠드도 되는 아크릴 키링 (14종),아크릴상,アクリル賞,왠지 맛있네!! 아크릴 스탠드도 되는 아크릴 키링 (14종),랏코,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/chiikawa/oishii-key/9.webp,,,7.142,400,end
oishii-key,왠지 맛있네!! 아크릴 스탠드도 되는 아크릴 키링 (14종),아크릴상,アクリル賞,왠지 맛있네!! 아크릴 스탠드도 되는 아크릴 키링 (14종),토스트,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/chiikawa/oishii-key/10.webp,,,7.142,400,end
oishii-key,왠지 맛있네!! 아크릴 스탠드도 되는 아크릴 키링 (14종),아크릴상,アクリル賞,왠지 맛있네!! 아크릴 스탠드도 되는 아크릴 키링 (14종),갑옷 씨들,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/chiikawa/oishii-key/11.webp,,,7.142,400,end
oishii-key,왠지 맛있네!! 아크릴 스탠드도 되는 아크릴 키링 (14종),아크릴상,アクリル賞,왠지 맛있네!! 아크릴 스탠드도 되는 아크릴 키링 (14종),마롱글라세,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/chiikawa/oishii-key/12.webp,,,7.142,400,end
oishii-key,왠지 맛있네!! 아크릴 스탠드도 되는 아크릴 키링 (14종),아크릴상,アクリル賞,왠지 맛있네!! 아크릴 스탠드도 되는 아크릴 키링 (14종),하치와레와 유부,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/chiikawa/oishii-key/13.webp,,,7.142,400,end
oishii-key,왠지 맛있네!! 아크릴 스탠드도 되는 아크릴 키링 (14종),아크릴상,アクリル賞,왠지 맛있네!! 아크릴 스탠드도 되는 아크릴 키링 (14종),우사기와 카레,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/chiikawa/oishii-key/14.webp,,,7.142,400,end
sushi-nui,치이카와스시 스시가 되어버렸다…인형 (8종),인형상,ぬい賞,치이카와스시 스시가 되어버렸다…인형 (8종),치이카와 / 참치,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/chiikawa/sushi-nui/1.webp,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/chiikawa/sushi-nui/thumbnail.webp,https://online-kuji.chiikawamarket.jp/store/lottery/sushi-nui2,12.5,1320,end
sushi-nui,치이카와스시 스시가 되어버렸다…인형 (8종),인형상,ぬい賞,치이카와스시 스시가 되어버렸다…인형 (8종),하치와레 / 시메사바,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/chiikawa/sushi-nui/2.webp,,,12.5,1320,end
sushi-nui,치이카와스시 스시가 되어버렸다…인형 (8종),인형상,ぬい賞,치이카와스시 스시가 되어버렸다…인형 (8종),우사기 / 계란,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/chiikawa/sushi-nui/3.webp,,,12.5,1320,end
sushi-nui,치이카와스시 스시가 되어버렸다…인형 (8종),인형상,ぬい賞,치이카와스시 스시가 되어버렸다…인형 (8종),모몽가 / 엔가와,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/chiikawa/sushi-nui/4.webp,,,12.5,1320,end
sushi-nui,치이카와스시 스시가 되어버렸다…인형 (8종),인형상,ぬい賞,치이카와스시 스시가 되어버렸다…인형 (8종),쿠리만쥬 / 장어,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/chiikawa/sushi-nui/5.webp,,,12.5,1320,end
sushi-nui,치이카와스시 스시가 되어버렸다…인형 (8종),인형상,ぬい賞,치이카와스시 스시가 되어버렸다…인형 (8종),시사 / 연어,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/chiikawa/sushi-nui/6.webp,,,12.5,1320,end
sushi-nui,치이카와스시 스시가 되어버렸다…인형 (8종),인형상,ぬい賞,치이카와스시 스시가 되어버렸다…인형 (8종),랏코 / 참치 대뱃살,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/chiikawa/sushi-nui/7.webp,,,12.5,1320,end
sushi-nui,치이카와스시 스시가 되어버렸다…인형 (8종),인형상,ぬい賞,치이카와스시 스시가 되어버렸다…인형 (8종),카니 / 게,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/chiikawa/sushi-nui/8.webp,,,12.5,1320,end
odekake-stand,즐거운 외출! 아크릴 스탠드 (8종),아크릴스탠드상,アクスタ賞,즐거운 외출! 아크릴 스탠드 (8종),GO!GO!,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/chiikawa/odekake-stand/1.webp,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/chiikawa/odekake-stand/thumbnail.webp,https://online-kuji.chiikawamarket.jp/store/lottery/odekake-stand3,12.5,400,end
odekake-stand,즐거운 외출! 아크릴 스탠드 (8종),아크릴스탠드상,アクスタ賞,즐거운 외출! 아크릴 스탠드 (8종),치이카와,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/chiikawa/odekake-stand/2.webp,,,12.5,400,end
odekake-stand,즐거운 외출! 아크릴 스탠드 (8종),아크릴스탠드상,アクスタ賞,즐거운 외출! 아크릴 스탠드 (8종),하치와레와 랏코,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/chiikawa/odekake-stand/3.webp,,,12.5,400,end
odekake-stand,즐거운 외출! 아크릴 스탠드 (8종),아크릴스탠드상,アクスタ賞,즐거운 외출! 아크릴 스탠드 (8종),우사기,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/chiikawa/odekake-stand/4.webp,,,12.5,400,end
odekake-stand,즐거운 외출! 아크릴 스탠드 (8종),아크릴스탠드상,アクスタ賞,즐거운 외출! 아크릴 스탠드 (8종),모몽가,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/chiikawa/odekake-stand/5.webp,,,12.5,400,end
odekake-stand,즐거운 외출! 아크릴 스탠드 (8종),아크릴스탠드상,アクスタ賞,즐거운 외출! 아크릴 스탠드 (8종),쿠리만쥬,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/chiikawa/odekake-stand/6.webp,,,12.5,400,end
odekake-stand,즐거운 외출! 아크릴 스탠드 (8종),아크릴스탠드상,アクスタ賞,즐거운 외출! 아크릴 스탠드 (8종),치이카와와 하치와레,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/chiikawa/odekake-stand/7.webp,,,12.5,400,end
odekake-stand,즐거운 외출! 아크릴 스탠드 (8종),아크릴스탠드상,アクスタ賞,즐거운 외출! 아크릴 스탠드 (8종),어디 가?,https://cdn.jsdelivr.net/gh/ngnkuma/ngnkuma.github.io/kuji/img/chiikawa/odekake-stand/8.webp,,,12.5,400,end
